conversation_id,customer_text,historical_reply,suggested_intent,gold_intent,gold_action,gold_reply_quality,label_notes
2179975_2179973,@AppleSupport was in Safari &amp; this popped up. I’m thinking it’s phishing. I cleared history and cookies. Any advice? <URL>,@303600 Let's get this resolved. We actually have an article that addresses this. Give these steps a shot: <URL>,app_issue,,,,
495168_495167,My phone literally deleted ALL my texts over night. Wtf @115858 😡,@233079 Let's look into this together. What kind of iPhone are you using and what is the exact iOS version it's running? You can find out by going to Settngs &gt; General &gt; About.,general_support,,,,
215343_215345,@AppleSupport It actually persists threw all iOS 11 updates. Even the 11.1 beta that is out now. This is an issue on all the 7+ that my family has,"@167165 Could you Direct Message us what country you're located in, so we can look into this further? <URL>",ios_update_issue,,,,
1822272_1822271,@547054 @AppleSupport I can’t skip songs,@542522 Hi there. We'll be glad check into this with you. Please send a DM and let us know which iOS version you're running: <URL>,app_issue,,,,
1593255_1593254,@AppleSupport can you fix this ? thing it’s really stressing me out,@489675 We're happy to assist. Try the steps outlined here: <URL> Let us know if this helps!,app_issue,,,,
2286120_2286119,"Hey, @115858 it would be great if you could get both of these messes straightened out soon. Your “fix” didn’t work and I’m peeved. #iPhone #annoyed <URL>",@664318 We'd like to look into this with you. Please DM us your current iOS version and we'll go from there. <URL>,general_support,,,,
2237337_2237336,@115858 @AppleSupport What’s with this weird animation?? #Apple #AppleWatch #watchOS4.1 <URL>,@652423 Does it only happen with that one action? Let us know. We'll take a look.,app_issue,,,,
823990_823988,Had to update to iOS11 for a work app I barely use and now my phone is completely fkin useless. Thanks @115858!!!!!!!,@316272 We'll be glad to help get that working again for you. Which iPhone do you have &amp; have you updated to iOS 11.0.1 yet?,ios_update_issue,,,,
2077299_2077298,"Just dropped my phone on my face and now my lip is bleeding. @AppleSupport, you’ll be hearing from my lawyer.",@190205 We’d like to understand more about this situation. Please DM us some details and we’ll take it from there. <URL>,app_issue,,,,
2565851_2565849,I still use an Iphone4 and the screen has just gone black even though it still rings etc. Where can I get help? @AppleSupport,"@727922 We'd like to help. We recommend a force restart of your iPhone. Press and hold both the Home and the top buttons for at least 10 seconds, until you see the Apple logo. This article has the details as well: <URL> Keep us posted on the results.",screen_display_issue,,,,
177864_177862,@115948 @118721 @AppleSupport why can't these be played? The album is out and I had it preordered <URL>,"@157898 We're here to help! With pre-ordered content, you may need to download the remainder of the album. You can do so following the steps here: <URL> If this doesn't resolve your issue, let's have you contact our iTunes team: <URL>",app_issue,,,,
1349529_1349527,@AppleSupport i Pre-Ordered a album and i didn’t get an email saying i bought it? it’s also doing this to other stuff i buy also,@269166 Let's check the pre-ordered page and see if it show up there. The email might just be delayed. <URL>,app_issue,,,,
393139_393137,@AppleSupport hello can u fix ios11 y does my phone keep heating up even tho i only played my game for 5min,@209103 We'd like to look into this further with you. Does it only heat up while playing this particular game?,ios_update_issue,,,,
890598_890597,@AppleSupport Received email telling me my account had been disabled due to someone accessing it. Did you email me or is it a scam? Thanks.,"@331458 We're glad you asked. The following article will help you identify, avoid, and report phishing emails <URL>",account_security,,,,
1788817_1788816,"@AppleSupport hey guys, I need your help! I received a message that my stolen iPhone was found! And when I try to go to the link to recover","@537345 We'd like to learn a bit more about you're stolen iPhone, and how you learned it was recovered. Let's continue in DM. <URL>",app_issue,,,,
1005207_1005206,"@AppleSupport hiya, moving from the UK to Canada and need a new power lead for my Apple TV (4) - how do I do that?",@320208 Great question! Let's get you in the right direction for support. Please contact our Apple TV Team here: <URL>,app_issue,,,,
2117906_2117905,@AppleSupport if y’all don’t fucking fix this bullshit. I️ emailed my professor earlier and she must’ve thought I️ was dumb asf.,@624200 Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,app_issue,,,,
657199_657198,@AppleSupport It’s iphone 7 <URL>,@276437 Join us in DM and we'll explore ways to provide you assistance. <URL>,app_issue,,,,
704501_704500,Weiß wer ob man n Apple TV mit nem Beamer verbinden und dann mit nem MacBook den Bildschirm auf ne Leinwand übertragen kann? Freunde? @AppleSupport?,@288351 We offer support via Twitter in English. Contact us for help in your preferred language here: <URL>,app_issue,,,,
2123263_2123262,"@115858 @AppleSupport why does my iPhone say ""no service""? I've tried taking my sim out, updating my phone etc. Nothings working??",@625475 We'd be happy to assist you with this issue. Please reach out to us via DM and we'll get started. <URL>,ios_update_issue,,,,
508231_508233,"@AppleSupport I had turned it off, but it still automatically turns on when I open my camera app. <URL>","@236690 So we can look into this further then, let's chat over in Direct Message. <URL>",camera_issue,,,,
1805155_1805153,@AppleSupport Y’all need to fix this new update!! My 6s+ and my #macbookair have not been working since I updated 😡😤 <URL>,@157365 We'll do what we can to help. DM us the details; we'll take a look both issues together. <URL>,ios_update_issue,,,,
1366402_1366401,@AppleSupport Will Apple Care + be available for the iPhone X in Norway? Not showing up in Norwegian Apple Store,@194894 Great question. Get in touch with our Sales team for help with this: <URL>,product_information,,,,
23166_23165,My worst fear came true... my iPhone alarm isn’t working and never went off this morning @AppleSupport,"@121044 Hello. We are here to help. Has this happened previously. Also, what is your iOS version?",app_issue,,,,
2300123_2300122,"Hey, #apple @115858, why does ios continue to SUCK so bad? email threads showing up as gibberish, everything taking TOO LONG to load or process.",@667584 We want your iPhone to work as expected. Send us a DM and let us know the iOS version you're running. <URL>,ios_update_issue,,,,
126375_126377,@AppleSupport @144367 @144365 My battery percentage isn’t correct...help?,@144366 Happy to! Can you provide us with more details about what's going on? Which device and iOS version are you using? Let us know in DM. <URL>,battery_issue,,,,
649750_649749,@AppleSupport When I unlock my phone with Face ID my Mail notifications disappear. Any idea why this would be happening?,@274451 Let's look into that. Send us a DM and we'll go from there. <URL>,app_issue,,,,
1594925_2018202,@AppleSupport Aw here hang on: just turned off low power mode and now they are downloading fine. Not great given that the battery lasts about an hour!,@490075 We're glad to hear your photos are downloading. We can help look into what's happening with your battery. Let's meet up in DM: <URL>,battery_issue,,,,
2150335_2150334,@115858 let’s get it together please. #autocorrectfail #alphabetmess,@631982 Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,general_support,,,,
1569684_1569686,"@AppleSupport Display zoom,so the apps are bigger on the home screen.","@484146 Thanks. Though zoom option for the screen is present, Display Zoom isn't. Feedback can be sent here: <URL>",screen_display_issue,,,,
2926502_2926501,"@AppleSupport hello I received this email, is it from an official apple support account? <URL>","@809699 From the email showing, this appears to be a phishing attempt. Here's some tips to help avoid these going forward and it includes the steps to report it: <URL> DM us if you have any other questions: <URL>",app_issue,,,,
1598205_2012714,"@180336 @AppleSupport Glitches, Malfunctions, Battery Killer, Sucking the life out of my phone 📱 so we are forced to buy the new phones! BS!",@595147 Definitely not what we want you to experience. We'd love to help. Let us know which iPhone &amp; iOS version you're using in DM. <URL>,device_performance,,,,
1836811_1836810,@AppleSupport how do I get to the Now Playing screen of watchOS without installing the Now Playing complication?,@550723 Thanks for reaching out to us for support. We would love to help you. Please DM us so that we can look into this together. <URL>,screen_display_issue,,,,
2527058_2527057,@719539 @AppleSupport I’m even having problems with my phone making calls! I need to make calls for my job too. I am so annoyed.,"@696600 Please DM us, we'd love to work together again on any issues you're experiencing. <URL>",app_issue,,,,
1939417_1939415,"@AppleSupport can you guys help me, I'm just Scammed And want my Apple ID back... :(",@576901 We'd like to know more about the issue you're experiencing with your Apple ID. Send us a DM with the specifics. <URL>,account_security,,,,
1358031_1358030,@115858 I don’t like your new iOS update for iPhones. Now it responds much slower than usual! Sometimes doesn’t respond at all.,@436614 We'd like to look into this with you. DM us which iPhone and exact iOS version you are using. <URL>,ios_update_issue,,,,
868844_868843,@AppleSupport what do I do <URL>,"@326302 Thank you for reaching out to us. We're here to help. To start, we recommend following these steps: <URL>",app_issue,,,,
2093770_2093769,"@AppleSupport what’s with the update not installing even with wifi, hot spot, and LTE when I’m connect to the internet??? <URL>",@618648 We're happy to help with this. Send us a DM and we'll go from there. <URL>,connectivity_issue,,,,
2095367_2095366,#iOS11 is handling Bluetooth connections really badly. Who’s having trouble connecting and switching their devices? @AppleSupport <URL>,"@619030 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. <URL>",connectivity_issue,,,,
1932828_1932827,Su actualización de IOS @115858 es del horror 😱😱😱😱 agota mi pila en menos de 2 horas y está lento el teléfono 😭😭😭😭😭😭😭😭😭😭😭😭 HELP,@575162 We offer support via Twitter in English. Get help in Spanish here: <URL> or join <URL>,ios_update_issue,,,,
1596704_1596705,@AppleSupport Turn them off. Makes calls but there’s no sound. Never had a problem with my phone before,@490525 We want to get down to the bottom of all this with you. Are you using the Control Center to turn off Wi-Fi?,app_issue,,,,
2747376_2747377,"@AppleSupport Not right now, but maybe when my sister gets home from shopping. The problem is is that we've tried just about everything. I have all things saved on iCloud, but the big issue is that my phone might not get repaired totally and we'd have to pay for a whole new device.","@769302 Understandable, and we'll do all we can to get this fixed to avoid that. Let's work through the steps in the following article for now, and if needed, you can continue with the iTunes steps when a computer is available: <URL>",app_issue,,,,
1833378_1833377,"@AppleSupport white exclamation mark in the corner of my photo’s since iOS 11 update, disabled photo’s and re-enabled, now all photos gone!",@549981 We're here to help. Do you have any other devices logged in with that same iCloud account? Let us know via DM. <URL>,ios_update_issue,,,,
1062380_1062376,@AppleSupport got a question could you possibly help?,@370846 We'll certainly try. How can we help?,general_support,,,,
798837_798836,@115858 How is my battery Dying while its connected to the charger?!!!!!!,"@310428 Let's look into that. DM us and let us know what device is having the issue, and we'll go from there. <URL>",battery_issue,,,,
2116343_2116342,Come on @AppleSupport this I️ thing is ridiculous. I️ would have thought you would figure this out by now.,@623854 Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,app_issue,,,,
1643963_1643961,"Hey @115858 can you fix the update? Eye can’t stand it! Eye want to use the letter, and not sound illiterate",@502418 Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,ios_update_issue,,,,
26672_26671,@AppleSupport Oh and would you look at that..... hope you can decipher what that says. It’s like reading hieroglyphics. 👏🏼,@121838 Let's continue within DM here: <URL>,app_issue,,,,
2557254_2557253,@AppleSupport I updated the I to A bug fix and now my camera freezes and I have to do a hard restart. What’s up?,@726018 That should not be happening. We'd be happy to help. Does your camera freeze when attempting to take a photo or as soon as you open it?,ios_update_issue,,,,
1052197_1052196,@AppleSupport It’s just a white screen. It’s updated to 11.0.3,@340170 Thanks for that info. DM us &amp; let us know if you've tried any other steps &amp; we'll go from there. <URL>,ios_update_issue,,,,
2063754_2063753,"Hey, @115858, are any of these iOS updates going to address battery issues? Since updating to 11 my battery is GARBAGE.","@596147 Having a properly charged battery is important when it comes to using your iPhone. DM us, and we'll find a solution. <URL>",ios_update_issue,,,,
1014401_1014402,"@AppleSupport not yet. i try to write a review about whatsapp on app store, but after fill my nickname, i cant send it and my review not show up",@360029 Our latest version of iOS is iOS 11.0.3. Are you fully up to date?,app_issue,,,,
356440_356438,@115858 the FIFA app is not working with your latest update. Please fix. <URL>,"@200632 Thanks for reaching out to us, we want to help. Let's start by checking the App Store to see if there is an update.",ios_update_issue,,,,
426407_426408,@AppleSupport No! It is NOT working properly: *none* of the sticker pack updates show in the App Store!!,@216420 We'd like to investigate further with you. DM us and we can continue from there. <URL>,app_issue,,,,
1552199_1552198,@AppleSupport I updated my phone and I still can’t see emojis,@480280 Let's look into this for you. Send us a DM with your exact iOS version to get started. <URL>,ios_update_issue,,,,
241463_241462,@173329 @115858 Seriously battery has become major issue,@173328 We know how important good battery life is and want to help. DM us which iPhone and iOS version and we'll work together. <URL>,battery_issue,,,,
1571654_1571656,"@AppleSupport Most recent. If the iphone is close to the watch, I receive he message on phone not watch.",@260892 Is this occurring while using your iPhone? Let us know if this guide helps with this behavior: <URL>,app_issue,,,,
2047549_2047548,@AppleSupport intento formatear mi ipod classic 160gb y Windows no logra completar la acción. #Ayuda #ipod #ipodclassic he hecho de todo <URL>,@605537 We offer support via Twitter in English. Get help in Spanish here: <URL> or join <URL>,app_issue,,,,
2714153_2714152,"@AppleSupport also, iOS 11.1.1 when you get too many notifications it disappears. You can’t see any notifications. You just Touch blindly &amp; it’ll select at random.","@196062 That's not the experience we expect you to have with your Notification Center. Send us a DM and tell us which device you have, and we'll help you. <URL>",ios_update_issue,,,,
400417_400416,"@AppleSupport Any idea why my iPhone 6 is showing my caller id even though I have that switched off? Since ios11. Use it for Work , 😞","@210691 We're glad to help! To confirm, the Caller ID button is still turned off under Settings &gt; Phone, correct? <URL>",ios_update_issue,,,,
1477615_1477614,@115858 case and point lol C’mon do better and before you ask yes I️ already did the 11.1 update <URL>,"@463095 We’d like to look into this with you. To start, send us a DM and we'll work together from there. <URL>",ios_update_issue,,,,
2680287_2680285,"@AppleSupport It would be really handy to be able to add a calculator to the control centre on iPad, as it is with iPhone. Thanks",@267017 We'd like to help! Check out this article for guidance: <URL>,app_issue,,,,
691385_691384,"E a atualização pra não consumir tanta bateria, @AppleSupport ? 😫#iOS1102 <URL>","@285206 Since our Twitter support is available in English, get help at <URL> or join <URL>",ios_update_issue,,,,
1017489_1017487,"@AppleSupport - upgrade not only drains battery, I can only send and receive texts when connected to the internet. #worstupgradeever",@360742 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. <URL>,connectivity_issue,,,,
2833099_2833100,"@AppleSupport The one before the newest update, i haven’t updated my phone yet because it seems to only adhere to problems dealing with the iPhone X","@788713 We do want to make sure that your device is fully updated before proceeding. So let's have you update, then see if this is resolved or not. Check out this handy guide if needed: <URL> If that doesn't resolve it, let us know via DM. <URL>",ios_update_issue,,,,
